pot,leaf,population,pop.short,pop.geno,elevation,genotype,rep,observation,am.pm,time,date,meas.week,week.of.year,treatment,treatment.levels,gsw,rh,t.ref,t.leaf,delta.t,svp,lsvp,vpd,vpd.kpa
43,1,CCR-COL,CCR,CCR156,72,156,4,74,am,7:45:07,8/17/23,3,33,predrought,drought.1,0.165,32.81,35.89,34.28,1.61,5904.58,5402.16,3464.87,3.46
43,2,CCR-COL,CCR,CCR156,72,156,4,78,am,7:47:13,8/17/23,3,33,predrought,drought.1,0.259,35.83,36.04,33.37,2.67,5953.38,5134.94,3001.84,3
43,2,CCR-COL,CCR,CCR156,72,156,4,79,am,7:47:36,8/17/23,3,33,predrought,drought.1,0.375,32.88,36.07,33.52,2.55,5963.19,5178.18,3217.49,3.22
43,3,CCR-COL,CCR,CCR156,72,156,4,75,am,7:45:25,8/17/23,3,33,predrought,drought.1,0.247,32.38,35.91,30.39,5.52,5911.06,4338.47,2424.47,2.42
43,3,CCR-COL,CCR,CCR156,72,156,4,76,am,7:45:40,8/17/23,3,33,predrought,drought.1,0.296,32.15,35.9,31.02,4.88,5907.82,4497.25,2597.89,2.6
45,1,CCR-COL,CCR,CCR156,72,156,1,134,am,8:09:29,8/17/23,3,33,predrought,drought.1,0.215,30.09,37.26,32.35,4.91,6363.5,4849.12,2934.34,2.93
45,1,CCR-COL,CCR,CCR156,72,156,1,135,am,8:09:43,8/17/23,3,33,predrought,drought.1,0.283,30.15,37.23,32.71,4.52,6353.13,4948.38,3032.91,3.03
45,2,CCR-COL,CCR,CCR156,72,156,1,136,am,8:10:05,8/17/23,3,33,predrought,drought.1,0.269,30.37,37.2,31.96,5.24,6342.77,4743.55,2817.25,2.82
45,2,CCR-COL,CCR,CCR156,72,156,1,137,am,8:10:28,8/17/23,3,33,predrought,drought.1,0.413,30.02,37.16,32.31,4.85,6328.98,4838.2,2938.24,2.94
45,3,CCR-COL,CCR,CCR156,72,156,1,138,am,8:10:55,8/17/23,3,33,predrought,drought.1,0.227,30.14,37.13,33.72,3.41,6318.66,5236.33,3331.88,3.33
45,3,CCR-COL,CCR,CCR156,72,156,1,139,am,8:11:13,8/17/23,3,33,predrought,drought.1,0.295,30.64,37.11,32.96,4.15,6311.79,5018.34,3084.41,3.08
46,1,CCR-COL,CCR,CCR149,72,149,3,92,am,7:52:13,8/17/23,3,33,predrought,drought.1,0.441,35.25,36.26,32.89,3.37,6025.6,4998.67,2874.64,2.87
46,1,CCR-COL,CCR,CCR149,72,149,3,93,am,7:52:28,8/17/23,3,33,predrought,drought.1,0.439,34.66,36.27,32.83,3.44,6028.9,4981.85,2892.24,2.89
46,2,CCR-COL,CCR,CCR149,72,149,3,94,am,7:52:56,8/17/23,3,33,predrought,drought.1,0.358,31.9,36.27,32.94,3.33,6028.9,5012.71,3089.49,3.09
46,2,CCR-COL,CCR,CCR149,72,149,3,95,am,7:53:18,8/17/23,3,33,predrought,drought.1,0.36,32.11,36.27,32.87,3.4,6028.9,4993.06,3057.18,3.06
46,3,CCR-COL,CCR,CCR149,72,149,3,96,am,7:53:47,8/17/23,3,33,predrought,drought.1,0.331,33.34,36.28,30.98,5.3,6032.2,4487.02,2475.89,2.48
46,3,CCR-COL,CCR,CCR149,72,149,3,97,am,7:54:03,8/17/23,3,33,predrought,drought.1,0.38,32.29,36.27,31.8,4.47,6028.9,4700.81,2754.08,2.75
49,1,CCR-COL,CCR,CCR152,72,152,13,19,am,7:22:49,8/17/23,3,33,predrought,drought.1,0.405,36.96,33.86,28.88,4.98,5277.37,3977.59,2027.08,2.03
49,1,CCR-COL,CCR,CCR152,72,152,13,20,am,7:23:07,8/17/23,3,33,predrought,drought.1,0.443,37.4,33.88,29.76,4.12,5283.25,4184.59,2208.65,2.21
49,2,CCR-COL,CCR,CCR152,72,152,13,21,am,7:23:48,8/17/23,3,33,predrought,drought.1,0.161,36.17,33.96,30.9,3.06,5306.85,4466.62,2547.14,2.55
49,2,CCR-COL,CCR,CCR152,72,152,13,22,am,7:24:04,8/17/23,3,33,predrought,drought.1,0.17,35.87,33.99,31.26,2.73,5315.73,4559.05,2652.3,2.65
49,3,CCR-COL,CCR,CCR152,72,152,13,23,am,7:24:23,8/17/23,3,33,predrought,drought.1,0.375,35.94,34.01,29.16,4.85,5321.65,4042.47,2129.87,2.13
49,3,CCR-COL,CCR,CCR152,72,152,13,24,am,7:24:43,8/17/23,3,33,predrought,drought.1,0.494,34.97,34.04,29.54,4.5,5330.54,4131.98,2267.89,2.27
59,1,CCR-COL,CCR,CCR155,72,155,2,31,am,7:27:54,8/17/23,3,33,predrought,drought.1,0.28,36.46,34.37,31.89,2.48,5429.24,4724.81,2745.31,2.75
59,1,CCR-COL,CCR,CCR155,72,155,2,32,am,7:28:11,8/17/23,3,33,predrought,drought.1,0.251,35.28,34.41,31.39,3.02,5441.31,4592.84,2673.14,2.67
59,2,CCR-COL,CCR,CCR155,72,155,2,33,am,7:28:33,8/17/23,3,33,predrought,drought.1,0.153,35.8,34.45,31.39,3.06,5453.4,4592.84,2640.52,2.64
59,2,CCR-COL,CCR,CCR155,72,155,2,34,am,7:28:48,8/17/23,3,33,predrought,drought.1,0.198,36.94,34.47,31.09,3.38,5459.46,4515.2,2498.48,2.5
59,3,CCR-COL,CCR,CCR155,72,155,2,35,am,7:29:12,8/17/23,3,33,predrought,drought.1,0.201,34.45,34.51,31.15,3.36,5471.58,4530.64,2645.68,2.65
59,3,CCR-COL,CCR,CCR155,72,155,2,36,am,7:29:24,8/17/23,3,33,predrought,drought.1,0.184,36.33,34.52,31.78,2.74,5474.62,4695.5,2706.57,2.71
62,1,JLA-JAK,JLA,JLA155,1521,155,1,55,am,7:38:29,8/17/23,3,33,predrought,drought.1,0.354,32.27,35.5,31.07,4.43,5779.3,4510.07,2645.09,2.65
62,1,JLA-JAK,JLA,JLA155,1521,155,1,56,am,7:38:45,8/17/23,3,33,predrought,drought.1,0.21,32.73,35.5,31.26,4.24,5779.3,4559.05,2667.49,2.67
62,2,JLA-JAK,JLA,JLA155,1521,155,1,57,am,7:39:06,8/17/23,3,33,predrought,drought.1,0.301,31.94,35.52,31.49,4.03,5785.67,4618.97,2771.03,2.77
62,2,JLA-JAK,JLA,JLA155,1521,155,1,58,am,7:39:22,8/17/23,3,33,predrought,drought.1,0.49,33.65,35.53,32.08,3.45,5788.85,4775.81,2827.87,2.83
62,3,JLA-JAK,JLA,JLA155,1521,155,1,59,am,7:39:41,8/17/23,3,33,predrought,drought.1,0.353,33.83,35.53,30.48,5.05,5788.85,4360.85,2402.48,2.4
62,3,JLA-JAK,JLA,JLA155,1521,155,1,60,am,7:40:01,8/17/23,3,33,predrought,drought.1,0.28,33.98,35.54,31.08,4.46,5792.04,4512.63,2544.5,2.54
63,1,CCR-COL,CCR,CCR5,72,5,5,25,am,7:25:01,8/17/23,3,33,predrought,drought.1,0.288,34.5,34.05,28.75,5.3,5333.51,3947.78,2107.72,2.11
63,1,CCR-COL,CCR,CCR5,72,5,5,26,am,7:25:16,8/17/23,3,33,predrought,drought.1,0.395,34.47,34.06,29.34,4.72,5336.48,4084.66,2245.17,2.25
63,2,CCR-COL,CCR,CCR5,72,5,5,27,am,7:25:35,8/17/23,3,33,predrought,drought.1,0.255,35.64,34.08,29.79,4.29,5342.42,4191.81,2287.77,2.29
63,2,CCR-COL,CCR,CCR5,72,5,5,28,am,7:26:06,8/17/23,3,33,predrought,drought.1,0.217,35.79,34.14,30.45,3.69,5360.28,4353.38,2434.93,2.43
63,3,CCR-COL,CCR,CCR5,72,5,5,29,am,7:26:51,8/17/23,3,33,predrought,drought.1,0.213,36.36,34.24,30.27,3.97,5390.17,4308.79,2348.92,2.35
63,3,CCR-COL,CCR,CCR5,72,5,5,30,am,7:27:26,8/17/23,3,33,predrought,drought.1,0.19,35.05,34.3,31.94,2.36,5408.17,4738.19,2842.62,2.84
64,1,JLA-JAK,JLA,JLA155,1521,155,4,7,am,7:18:14,8/17/23,3,33,predrought,drought.1,0.178,36.96,33.08,30.47,2.61,5052.23,4358.36,2491.06,2.49
64,1,JLA-JAK,JLA,JLA155,1521,155,4,8,am,7:18:30,8/17/23,3,33,predrought,drought.1,0.143,38.32,33.12,31.91,1.21,5063.57,4730.16,2789.8,2.79
64,2,JLA-JAK,JLA,JLA155,1521,155,4,9,am,7:18:59,8/17/23,3,33,predrought,drought.1,0.272,36.05,33.2,29.63,3.57,5086.31,4153.43,2319.82,2.32
64,2,JLA-JAK,JLA,JLA155,1521,155,4,10,am,7:19:17,8/17/23,3,33,predrought,drought.1,0.191,35.64,33.26,30.44,2.82,5103.43,4350.89,2532.03,2.53
64,3,JLA-JAK,JLA,JLA155,1521,155,4,11,am,7:19:44,8/17/23,3,33,predrought,drought.1,0.212,35.62,33.34,30.9,2.44,5126.33,4466.62,2640.63,2.64
64,3,JLA-JAK,JLA,JLA155,1521,155,4,12,am,7:20:00,8/17/23,3,33,predrought,drought.1,0.153,35.5,33.39,31.5,1.89,5140.69,4621.59,2796.65,2.8
71,1,JLA-JAK,JLA,JLA156,1521,156,6,61,am,7:40:32,8/17/23,3,33,predrought,drought.1,0.319,32.58,35.57,31.37,4.2,5801.61,4587.63,2697.46,2.7
71,1,JLA-JAK,JLA,JLA156,1521,156,6,62,am,7:40:53,8/17/23,3,33,predrought,drought.1,0.344,32.77,35.59,31.4,4.19,5808,4595.44,2692.16,2.69
71,2,JLA-JAK,JLA,JLA156,1521,156,6,63,am,7:41:12,8/17/23,3,33,predrought,drought.1,0.092,34.64,35.61,32.95,2.66,5814.4,5015.53,3001.42,3
71,2,JLA-JAK,JLA,JLA156,1521,156,6,64,am,7:41:26,8/17/23,3,33,predrought,drought.1,0.102,33.44,35.63,32.95,2.68,5820.8,5015.53,3069.05,3.07
71,3,JLA-JAK,JLA,JLA156,1521,156,6,65,am,7:41:43,8/17/23,3,33,predrought,drought.1,0.243,33.01,35.66,32.82,2.84,5830.41,4979.06,3054.44,3.05
71,3,JLA-JAK,JLA,JLA156,1521,156,6,66,am,7:42:15,8/17/23,3,33,predrought,drought.1,0.272,33.71,35.69,33.63,2.06,5840.04,5210.09,3241.42,3.24
72,1,JLA-JAK,JLA,JLA157,1521,157,17,37,am,7:29:47,8/17/23,3,33,predrought,drought.1,0.282,34.38,34.56,30.52,4.04,5486.78,4370.83,2484.48,2.48
72,1,JLA-JAK,JLA,JLA157,1521,157,17,38,am,7:30:10,8/17/23,3,33,predrought,drought.1,0.271,35.78,34.58,30.88,3.7,5492.87,4461.54,2496.19,2.5
72,2,JLA-JAK,JLA,JLA157,1521,157,17,39,am,7:32:33,8/17/23,3,33,predrought,drought.1,0.213,34.04,34.92,32.36,2.56,5597.25,4851.85,2946.55,2.95
72,2,JLA-JAK,JLA,JLA157,1521,157,17,40,am,7:32:45,8/17/23,3,33,predrought,drought.1,0.24,33.23,34.93,33.22,1.71,5600.35,5092.01,3231.02,3.23
72,3,JLA-JAK,JLA,JLA157,1521,157,17,41,am,7:33:03,8/17/23,3,33,predrought,drought.1,0.293,33.75,34.96,31.25,3.71,5609.65,4556.46,2663.21,2.66
72,3,JLA-JAK,JLA,JLA157,1521,157,17,42,am,7:33:15,8/17/23,3,33,predrought,drought.1,0.264,34.74,34.98,31.67,3.31,5615.85,4666.34,2715.39,2.72
83,1,TSZ-SAN,TSZ,TSZ7,1212,7,2,80,am,7:47:57,8/17/23,3,33,predrought,drought.1,0.457,33.15,36.09,30.87,5.22,5969.73,4459,2480.03,2.48
83,1,TSZ-SAN,TSZ,TSZ7,1212,7,2,81,am,7:48:13,8/17/23,3,33,predrought,drought.1,0.391,32.88,36.1,31.12,4.98,5973,4522.91,2558.99,2.56
83,2,TSZ-SAN,TSZ,TSZ7,1212,7,2,82,am,7:48:38,8/17/23,3,33,predrought,drought.1,0.279,32.16,36.12,31.58,4.54,5979.56,4642.6,2719.58,2.72
83,2,TSZ-SAN,TSZ,TSZ7,1212,7,2,83,am,7:48:54,8/17/23,3,33,predrought,drought.1,0.166,32.7,36.12,31.93,4.19,5979.56,4735.51,2780.19,2.78
83,3,TSZ-SAN,TSZ,TSZ7,1212,7,2,84,am,7:49:16,8/17/23,3,33,predrought,drought.1,0.27,34.59,36.14,33,3.14,5986.11,5029.61,2959.02,2.96
83,3,TSZ-SAN,TSZ,TSZ7,1212,7,2,85,am,7:49:47,8/17/23,3,33,predrought,drought.1,0.364,33.85,36.16,33.05,3.11,5992.68,5043.74,3015.22,3.02
90,1,JLA-JAK,JLA,JLA153,1521,153,6,110,am,7:58:34,8/17/23,3,33,predrought,drought.1,0.018,31.87,36.61,36.2,0.41,6142.05,6005.83,4048.36,4.05
90,1,JLA-JAK,JLA,JLA153,1521,153,6,111,am,7:58:48,8/17/23,3,33,predrought,drought.1,0.124,31.52,36.64,36.53,0.11,6152.12,6115.26,4176.11,4.18
90,2,JLA-JAK,JLA,JLA153,1521,153,6,112,am,7:59:14,8/17/23,3,33,predrought,drought.1,0.253,31.79,36.7,33.5,3.2,6172.31,5172.4,3210.22,3.21
90,2,JLA-JAK,JLA,JLA153,1521,153,6,113,am,7:59:28,8/17/23,3,33,predrought,drought.1,0.336,31.25,36.72,33.23,3.49,6179.05,5094.86,3163.91,3.16
90,3,JLA-JAK,JLA,JLA153,1521,153,6,114,am,7:59:52,8/17/23,3,33,predrought,drought.1,0.291,30.59,36.76,31.67,5.09,6192.55,4666.34,2772.04,2.77
90,3,JLA-JAK,JLA,JLA153,1521,153,6,115,am,8:00:07,8/17/23,3,33,predrought,drought.1,0.358,30.4,36.78,31.86,4.92,6199.31,4716.8,2832.21,2.83
1,1,NRV-NEW,NRV,NRV101,666,101,4,158,pm,16:23:01,8/17/23,3,33,predrought,drought.1,0.316,13.91,46.73,39.32,7.41,10467,7111.63,5655.67,5.66
1,1,NRV-NEW,NRV,NRV101,666,101,4,159,pm,16:23:20,8/17/23,3,33,predrought,drought.1,0.272,13.61,46.68,38.42,8.26,10440.44,6775.91,5354.96,5.35
1,2,NRV-NEW,NRV,NRV101,666,101,4,160,pm,16:23:47,8/17/23,3,33,predrought,drought.1,0.304,13.51,46.64,38.27,8.37,10419.24,6721.31,5313.67,5.31
1,2,NRV-NEW,NRV,NRV101,666,101,4,161,pm,16:24:00,8/17/23,3,33,predrought,drought.1,0.266,13.64,46.61,38.92,7.69,10403.36,6960.68,5541.66,5.54
1,3,NRV-NEW,NRV,NRV101,666,101,4,162,pm,16:24:28,8/17/23,3,33,predrought,drought.1,0.22,13.88,46.56,40.02,6.54,10376.95,7382.6,5942.28,5.94
1,3,NRV-NEW,NRV,NRV101,666,101,4,163,pm,16:24:46,8/17/23,3,33,predrought,drought.1,0.129,13.98,46.55,40.71,5.84,10371.67,7658.39,6208.43,6.21
2,1,NRV-NEW,NRV,NRV101,666,101,11,128,pm,16:12:36,8/17/23,3,33,predrought,drought.1,0.061,13.77,47.41,40.52,6.89,10833.98,7581.57,6089.73,6.09
2,1,NRV-NEW,NRV,NRV101,666,101,11,129,pm,16:12:50,8/17/23,3,33,predrought,drought.1,0.149,14.08,47.38,41.07,6.31,10817.56,7805.78,6282.67,6.28
2,2,NRV-NEW,NRV,NRV101,666,101,11,130,pm,16:13:08,8/17/23,3,33,predrought,drought.1,0.087,13.79,47.34,41.06,6.28,10795.7,7801.66,6312.93,6.31
2,2,NRV-NEW,NRV,NRV101,666,101,11,131,pm,16:13:22,8/17/23,3,33,predrought,drought.1,0.142,14.14,47.3,41.02,6.28,10773.88,7785.17,6261.74,6.26
2,3,NRV-NEW,NRV,NRV101,666,101,11,132,pm,16:13:47,8/17/23,3,33,predrought,drought.1,0.198,13.89,47.26,39.23,8.03,10752.09,7077.42,5583.95,5.58
2,3,NRV-NEW,NRV,NRV101,666,101,11,133,pm,16:14:01,8/17/23,3,33,predrought,drought.1,0.286,14.32,47.22,38.62,8.6,10730.34,6849.3,5312.72,5.31
3,1,NRV-NEW,NRV,NRV101,666,101,14,116,pm,16:04:10,8/17/23,3,33,predrought,drought.1,0.053,14.26,46.8,40.68,6.12,10504.28,7646.22,6148.31,6.15
3,1,NRV-NEW,NRV,NRV101,666,101,14,117,pm,16:04:25,8/17/23,3,33,predrought,drought.1,0.142,14.53,46.78,40.73,6.05,10493.61,7666.51,6141.79,6.14
3,2,NRV-NEW,NRV,NRV101,666,101,14,118,pm,16:04:49,8/17/23,3,33,predrought,drought.1,0.075,13.8,46.76,41.59,5.17,10482.96,8023.01,6576.36,6.58
3,2,NRV-NEW,NRV,NRV101,666,101,14,119,pm,16:05:03,8/17/23,3,33,predrought,drought.1,0.092,13.93,46.74,43.54,3.2,10472.32,8884.79,7426,7.43
3,3,NRV-NEW,NRV,NRV101,666,101,14,120,pm,16:05:34,8/17/23,3,33,predrought,drought.1,0.246,14.01,46.73,39.48,7.25,10467,7172.79,5706.37,5.71
3,3,NRV-NEW,NRV,NRV101,666,101,14,121,pm,16:05:46,8/17/23,3,33,predrought,drought.1,0.408,13.97,46.71,39.65,7.06,10456.37,7238.28,5777.52,5.78
7,1,NRV-NEW,NRV,NRV105,666,105,9,67,pm,15:46:26,8/17/23,3,33,predrought,drought.1,0.09,14.65,46.69,41.62,5.07,10445.75,8035.7,6505.4,6.51
7,1,NRV-NEW,NRV,NRV105,666,105,9,68,pm,15:46:42,8/17/23,3,33,predrought,drought.1,0.187,14.43,46.68,42.58,4.1,10440.44,8451.04,6944.49,6.94
7,2,NRV-NEW,NRV,NRV105,666,105,9,69,pm,15:47:12,8/17/23,3,33,predrought,drought.1,0.095,14.47,46.7,39.88,6.82,10451.06,7327.7,5815.43,5.82
7,2,NRV-NEW,NRV,NRV105,666,105,9,70,pm,15:47:28,8/17/23,3,33,predrought,drought.1,0.234,14.87,46.68,39.35,7.33,10440.44,7123.06,5570.57,5.57
7,3,NRV-NEW,NRV,NRV105,666,105,9,71,pm,15:47:48,8/17/23,3,33,predrought,drought.1,0.074,14.81,46.68,40.57,6.11,10440.44,7601.72,6055.49,6.06
7,3,NRV-NEW,NRV,NRV105,666,105,9,72,pm,15:48:01,8/17/23,3,33,predrought,drought.1,0.161,14.36,46.67,41.36,5.31,10435.14,7926.29,6427.81,6.43
8,1,NRV-NEW,NRV,NRV105,666,105,10,43,pm,15:36:08,8/17/23,3,33,predrought,drought.1,0.228,14.38,46.73,41.61,5.12,10467,8031.47,6526.31,6.53
8,1,NRV-NEW,NRV,NRV105,666,105,10,44,pm,15:36:26,8/17/23,3,33,predrought,drought.1,0.127,14.61,46.73,41.63,5.1,10467,8039.93,6510.7,6.51
8,2,NRV-NEW,NRV,NRV105,666,105,10,45,pm,15:36:56,8/17/23,3,33,predrought,drought.1,0.032,14.28,46.75,43.95,2.8,10477.64,9075.81,7579.61,7.58
8,2,NRV-NEW,NRV,NRV105,666,105,10,46,pm,15:37:15,8/17/23,3,33,predrought,drought.1,0.111,14.21,46.76,43.75,3.01,10482.96,8982.2,7492.57,7.49
8,3,NRV-NEW,NRV,NRV105,666,105,10,47,pm,15:37:53,8/17/23,3,33,predrought,drought.1,0.15,14.11,46.78,41.58,5.2,10493.61,8018.78,6538.13,6.54
8,3,NRV-NEW,NRV,NRV105,666,105,10,48,pm,15:38:06,8/17/23,3,33,predrought,drought.1,0.206,14.48,46.76,41.65,5.11,10482.96,8048.41,6530.47,6.53
12,1,NRV-NEW,NRV,NRV118,666,118,5,85,pm,15:53:39,8/17/23,3,33,predrought,drought.1,0.092,15.09,46.73,42.73,4,10467,8517.59,6938.12,6.94
12,1,NRV-NEW,NRV,NRV118,666,118,5,86,pm,15:53:55,8/17/23,3,33,predrought,drought.1,0.075,15.3,46.72,41.74,4.98,10461.68,8086.63,6486,6.49
12,2,NRV-NEW,NRV,NRV118,666,118,5,87,pm,15:54:16,8/17/23,3,33,predrought,drought.1,0.051,15.56,46.72,42.9,3.82,10461.68,8593.55,6965.71,6.97
12,2,NRV-NEW,NRV,NRV118,666,118,5,88,pm,15:54:34,8/17/23,3,33,predrought,drought.1,0.1,15.93,46.72,43.48,3.24,10461.68,8857.13,7190.59,7.19
12,3,NRV-NEW,NRV,NRV118,666,118,5,90,pm,15:55:15,8/17/23,3,33,predrought,drought.1,0.058,15.25,46.7,41.84,4.86,10451.06,8129.29,6535.5,6.54
12,3,NRV-NEW,NRV,NRV118,666,118,5,91,pm,15:55:51,8/17/23,3,33,predrought,drought.1,0.104,15.28,46.65,41.49,5.16,10424.54,7980.83,6387.96,6.39
18,1,NRV-NEW,NRV,NRV122,666,122,5,122,pm,16:10:34,8/17/23,3,33,predrought,drought.1,0.063,13.68,47.32,43.57,3.75,10784.78,8898.65,7423.29,7.42
18,1,NRV-NEW,NRV,NRV122,666,122,5,123,pm,16:10:52,8/17/23,3,33,predrought,drought.1,0.018,14.37,47.34,43.28,4.06,10795.7,8765.46,7214.12,7.21
18,2,NRV-NEW,NRV,NRV122,666,122,5,124,pm,16:11:13,8/17/23,3,33,predrought,drought.1,0.038,13.95,47.37,43.79,3.58,10812.09,9000.85,7492.57,7.49
18,2,NRV-NEW,NRV,NRV122,666,122,5,125,pm,16:11:27,8/17/23,3,33,predrought,drought.1,0.102,13.94,47.36,42.76,4.6,10806.62,8530.95,7024.51,7.02
18,3,NRV-NEW,NRV,NRV122,666,122,5,126,pm,16:11:46,8/17/23,3,33,predrought,drought.1,0.063,14,47.37,42.12,5.25,10812.09,8249.77,6736.08,6.74
18,3,NRV-NEW,NRV,NRV122,666,122,5,127,pm,16:12:15,8/17/23,3,33,predrought,drought.1,0.13,14.37,47.41,42.52,4.89,10833.98,8424.55,6867.71,6.87
19,1,NRV-NEW,NRV,NRV123,666,123,3,1,pm,15:19:47,8/17/23,3,33,predrought,drought.1,0.238,18.12,44.63,39.13,5.5,9400.45,7039.58,5336.22,5.34
19,1,NRV-NEW,NRV,NRV123,666,123,3,2,pm,15:20:21,8/17/23,3,33,predrought,drought.1,0.369,16.89,44.73,39.1,5.63,9449.02,7028.26,5432.32,5.43
19,2,NRV-NEW,NRV,NRV123,666,123,3,3,pm,15:20:49,8/17/23,3,33,predrought,drought.1,0.263,17.22,44.82,39.49,5.33,9492.92,7176.63,5541.95,5.54
19,2,NRV-NEW,NRV,NRV123,666,123,3,4,pm,15:21:02,8/17/23,3,33,predrought,drought.1,0.352,17.94,44.83,38.88,5.95,9497.81,6945.74,5241.84,5.24
19,3,NRV-NEW,NRV,NRV123,666,123,3,5,pm,15:21:24,8/17/23,3,33,predrought,drought.1,0.151,17.8,44.87,39.75,5.12,9517.39,7277.04,5582.95,5.58
19,3,NRV-NEW,NRV,NRV123,666,123,3,6,pm,15:21:38,8/17/23,3,33,predrought,drought.1,0.317,17.82,44.89,39.03,5.86,9527.19,7001.91,5304.17,5.3
20,1,NRV-NEW,NRV,NRV123,666,123,7,13,pm,15:24:01,8/17/23,3,33,predrought,drought.1,0.283,16.8,45.28,38.42,6.86,9720.07,6775.91,5142.94,5.14
20,1,NRV-NEW,NRV,NRV123,666,123,7,14,pm,15:24:16,8/17/23,3,33,predrought,drought.1,0.306,17.39,45.3,38.62,6.68,9730.05,6849.3,5157.25,5.16
20,2,NRV-NEW,NRV,NRV123,666,123,7,15,pm,15:24:42,8/17/23,3,33,predrought,drought.1,0.27,16.37,45.37,37.91,7.46,9765.05,6591.83,4993.29,4.99
20,2,NRV-NEW,NRV,NRV123,666,123,7,16,pm,15:24:57,8/17/23,3,33,predrought,drought.1,0.294,17.11,45.4,39.44,5.96,9780.09,7157.46,5484.09,5.48
20,3,NRV-NEW,NRV,NRV123,666,123,7,17,pm,15:25:22,8/17/23,3,33,predrought,drought.1,0.116,16.55,45.47,38.79,6.68,9815.24,6912.23,5287.8,5.29
20,3,NRV-NEW,NRV,NRV123,666,123,7,18,pm,15:25:38,8/17/23,3,33,predrought,drought.1,0.243,16.32,45.49,38.48,7.01,9825.31,6797.85,5194.36,5.19
21,1,TSZ-SAN,TSZ,TSZ10,1212,10,1,146,pm,16:19:05,8/17/23,3,33,predrought,drought.1,0.078,14.77,46.77,41.48,5.29,10488.29,7976.63,6427.51,6.43
21,1,TSZ-SAN,TSZ,TSZ10,1212,10,1,147,pm,16:19:20,8/17/23,3,33,predrought,drought.1,0.09,14.36,46.75,41.93,4.82,10477.64,8167.85,6663.26,6.66
21,2,TSZ-SAN,TSZ,TSZ10,1212,10,1,148,pm,16:19:42,8/17/23,3,33,predrought,drought.1,0.063,14.61,46.73,42.89,3.84,10467,8589.06,7059.84,7.06
21,2,TSZ-SAN,TSZ,TSZ10,1212,10,1,149,pm,16:19:54,8/17/23,3,33,predrought,drought.1,0.119,14.49,46.71,42.29,4.42,10456.37,8323.66,6808.54,6.81
21,3,TSZ-SAN,TSZ,TSZ10,1212,10,1,150,pm,16:20:13,8/17/23,3,33,predrought,drought.1,0.096,14.88,46.7,42.62,4.08,10451.06,8468.74,6913.63,6.91
21,3,TSZ-SAN,TSZ,TSZ10,1212,10,1,151,pm,16:20:27,8/17/23,3,33,predrought,drought.1,0.143,14.31,46.69,42.42,4.27,10445.75,8380.56,6885.77,6.89
22,1,NRV-NEW,NRV,NRV123,666,123,8,140,pm,16:17:01,8/17/23,3,33,predrought,drought.1,0.205,13.96,46.99,40.48,6.51,10606.03,7565.49,6084.88,6.08
22,1,NRV-NEW,NRV,NRV123,666,123,8,141,pm,16:17:17,8/17/23,3,33,predrought,drought.1,0.209,13.8,46.92,40.34,6.58,10568.44,7509.41,6050.97,6.05
22,2,NRV-NEW,NRV,NRV123,666,123,8,142,pm,16:17:37,8/17/23,3,33,predrought,drought.1,0.166,14.09,46.86,41.71,5.15,10536.32,8073.87,6589.31,6.59
22,2,NRV-NEW,NRV,NRV123,666,123,8,143,pm,16:17:50,8/17/23,3,33,predrought,drought.1,0.099,14.42,46.84,42.86,3.98,10525.63,8575.62,7057.83,7.06
22,3,NRV-NEW,NRV,NRV123,666,123,8,144,pm,16:18:10,8/17/23,3,33,predrought,drought.1,0.161,14.48,46.82,40.21,6.61,10514.95,7457.67,5935.11,5.94
22,3,NRV-NEW,NRV,NRV123,666,123,8,145,pm,16:18:22,8/17/23,3,33,predrought,drought.1,0.31,14.62,46.79,39.41,7.38,10498.94,7145.98,5611.03,5.61
29,1,TSZ-SAN,TSZ,TSZ3,1212,3,2,98,pm,15:57:53,8/17/23,3,33,predrought,drought.1,0.091,14.85,46.59,40.57,6.02,10392.79,7601.72,6058.39,6.06
29,1,TSZ-SAN,TSZ,TSZ3,1212,3,2,99,pm,15:58:09,8/17/23,3,33,predrought,drought.1,0.158,14.57,46.57,41.05,5.52,10382.22,7797.53,6284.84,6.28
29,2,TSZ-SAN,TSZ,TSZ3,1212,3,2,100,pm,15:58:27,8/17/23,3,33,predrought,drought.1,0.111,14.81,46.57,43.37,3.2,10382.22,8806.61,7269.01,7.27
29,2,TSZ-SAN,TSZ,TSZ3,1212,3,2,101,pm,15:58:39,8/17/23,3,33,predrought,drought.1,0.044,15.85,46.57,43.68,2.89,10382.22,8949.63,7304.04,7.3
29,3,TSZ-SAN,TSZ,TSZ3,1212,3,2,102,pm,15:59:01,8/17/23,3,33,predrought,drought.1,0.035,16.59,46.59,43.72,2.87,10392.79,8968.22,7244.06,7.24
29,3,TSZ-SAN,TSZ,TSZ3,1212,3,2,103,pm,15:59:13,8/17/23,3,33,predrought,drought.1,0.069,17.21,46.6,43.14,3.46,10398.07,8701.78,6912.28,6.91
30,1,TSZ-SAN,TSZ,TSZ3,1212,3,3,170,pm,16:26:59,8/17/23,3,33,predrought,drought.1,0.105,14.07,46.51,42.78,3.73,10350.59,8539.87,7083.54,7.08
30,1,TSZ-SAN,TSZ,TSZ3,1212,3,3,171,pm,16:27:15,8/17/23,3,33,predrought,drought.1,0.063,13.71,46.51,43.71,2.8,10350.59,8963.57,7544.51,7.54
